TransactionID,CustomerID,AccountID,AccountType,TransactionType,Product,Firm,Region,Manager,TransactionDate,TransactionAmount,AccountBalance,RiskScore,CreditRating,TenureMonths
17,CUST7730,ACC32627,Credit,Deposit,Savings Account,Firm C,West,Manager 1,21-10-2023,38669.20401,107400.9982,0.350194105,820,120
165,CUST6837,ACC64785,Savings,Transfer,Mutual Fund,Firm A,East,Manager 2,08-01-2024,42583.16958,105120.7967,0.459328295,468,185
161,CUST9683,ACC30146,Credit,Withdrawal,Mutual Fund,Firm C,South,Manager 2,20-11-2023,30806.05778,70285.52046,0.54257847,821,186
23,CUST9038,ACC21878,Loan,Withdrawal,Home Loan,Firm C,East,Manager 3,16-06-2024,43876.32882,93060.55184,0.502390614,637,44
108,CUST2578,ACC24070,Credit,Withdrawal,Home Loan,Firm B,Central,Manager 4,08-03-2023,83326.15268,82995.62851,0.615148119,364,82
103,CUST1042,ACC77773,Loan,Deposit,Credit Card,Firm A,East,Manager 2,24-05-2023,79893.59299,122659.7836,0.457390103,737,115
168,CUST4794,ACC28612,Loan,Withdrawal,Credit Card,Firm C,East,Manager 2,16-04-2024,101279.7986,93704.78901,0.612048691,560,55
199,CUST1042,ACC48303,Credit,Transfer,Credit Card,Firm E,North,Manager 3,06-10-2023,34675.06145,138758.5025,1.080503973,420,167
156,CUST9666,ACC45521,Loan,Withdrawal,Credit Card,Firm A,East,Manager 1,10-08-2023,61350.50961,26908.76296,0.6320442,450,79
50,CUST3609,ACC30787,Savings,Deposit,Credit Card,Firm D,South,Manager 3,25-07-2023,81582.16275,79529.92318,0.306109067,828,88
4,CUST2716,ACC62446,Current,Payment,Credit Card,Firm E,North,Manager 4,17-01-2023,78582.19235,41278.6314,-0.109741958,558,164
152,CUST9216,ACC74656,Credit,Transfer,Credit Card,Firm B,North,Manager 1,18-08-2023,40203.92438,88982.90807,0.14187085,658,162
162,CUST2699,ACC24508,Loan,Payment,Credit Card,Firm B,South,Manager 1,11-06-2024,33145.2296,112969.2452,0.583388351,728,222
72,CUST3762,ACC53865,Savings,Transfer,Personal Loan,Firm D,Central,Manager 3,19-09-2023,27382.28934,88058.44729,0.447424895,506,123
59,CUST8250,ACC34431,Credit,Payment,Savings Account,Firm C,East,Manager 4,06-11-2023,53298.25822,89693.99051,0.810890268,772,118
160,CUST8091,ACC92104,Loan,Deposit,Mutual Fund,Firm E,North,Manager 3,06-10-2023,67596.00112,108551.408,0.188832608,464,222
1,CUST6776,ACC10117,Current,Transfer,Personal Loan,Firm A,Central,Manager 3,30-12-2023,31566.83418,110014.0198,0.482985552,485,219
73,CUST9216,ACC11188,Current,Withdrawal,Mutual Fund,Firm E,East,Manager 3,03-03-2023,8391.977122,79903.79369,0.296110619,655,142
191,CUST6292,ACC62446,Loan,Deposit,Home Loan,Firm A,East,Manager 2,21-01-2023,88620.14451,62680.6716,0.357724503,819,46
61,CUST3725,ACC83848,Credit,Payment,Home Loan,Firm B,South,Manager 3,20-10-2023,77264.76436,59705.93004,0.202032649,763,121
40,CUST4258,ACC77638,Savings,Deposit,Savings Account,Firm C,East,Manager 2,16-02-2023,68961.01821,100119.2101,0.27041025,601,153
75,CUST5916,ACC16241,Loan,Withdrawal,Credit Card,Firm D,North,Manager 1,05-05-2023,65146.56006,58770.53507,0.571573089,533,59
52,CUST1467,ACC34431,Savings,Transfer,Home Loan,Firm A,West,Manager 1,03-04-2023,40485.64991,60236.27255,0.414163215,609,41
55,CUST1114,ACC11285,Loan,Withdrawal,Home Loan,Firm B,South,Manager 2,31-10-2023,74280.1392,87411.2044,0.759031894,472,47
191,CUST9535,ACC70314,Loan,Deposit,Mutual Fund,Firm B,Central,Manager 3,02-03-2024,109333.6933,52127.58543,0.507607929,359,60
180,CUST9420,ACC90887,Savings,Deposit,Credit Card,Firm D,West,Manager 4,12-02-2023,49898.56699,86055.04527,0.530921632,552,179
41,CUST2349,ACC61827,Loan,Withdrawal,Credit Card,Firm C,South,Manager 1,04-02-2024,70111.40863,62017.82764,0.410514112,609,159
184,CUST9564,ACC34568,Loan,Payment,Home Loan,Firm E,East,Manager 2,14-04-2023,30854.24614,17090.74181,0.553199599,727,78
193,CUST1962,ACC17688,Loan,Transfer,Credit Card,Firm C,West,Manager 4,03-10-2023,73059.4661,63754.28785,0.366463137,714,209
